"split","instance","assets","K","k_ratio","theta_index","theta_id","predicted_score","predicted_C_LabelScore","S","operator","migration","elite_ratio","stagnation_threshold","path","selector_ablation_variant","method_name"
"test","syn_n100_k30_low_corr_normal_low_vol_r01_s20260721","100","30","0.3","1","theta_011","12.512521238975893","12.512521238975893","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_low_corr_normal_low_vol_r01_s20260721.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722","100","30","0.3","1","theta_011","12.556991227229236","12.556991227229236","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733","200","10","0.05","1","theta_011","12.478283858305428","12.478283858305428","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734","200","10","0.05","1","theta_011","12.455617156273135","12.455617156273135","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745","200","20","0.1","1","theta_011","12.487396352803824","12.487396352803824","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746","200","20","0.1","1","theta_011","12.418207085330852","12.418207085330852","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k20_low_corr_normal_low_vol_r01_s20260757","200","40","0.2","1","theta_011","12.487972960481759","12.487972960481759","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_low_corr_normal_low_vol_r01_s20260757.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758","200","40","0.2","1","theta_011","12.517871208619379","12.517871208619379","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k30_high_corr_normal_low_vol_r03_s20260769","200","60","0.3","1","theta_011","12.317777542237865","12.317777542237865","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_high_corr_normal_low_vol_r03_s20260769.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770","200","60","0.3","1","theta_011","12.468704212544106","12.468704212544106","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781","500","25","0.05","1","theta_011","12.556944274731029","12.556944274731029","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k05_low_corr_normal_low_vol_r01_s20260782","500","25","0.05","1","theta_011","12.427823582554641","12.427823582554641","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_low_corr_normal_low_vol_r01_s20260782.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793","500","50","0.1","1","theta_011","12.508356523147684","12.508356523147684","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794","500","50","0.1","1","theta_011","12.492381398090803","12.492381398090803","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805","500","100","0.2","1","theta_011","12.525328488774099","12.525328488774099","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806","500","100","0.2","1","theta_011","12.491043199469232","12.491043199469232","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817","500","150","0.3","1","theta_011","12.600184268047734","12.600184268047734","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818","500","150","0.3","1","theta_011","12.504271982372707","12.504271982372707","2","DE/rand","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818.txt","NoThetaFeatures","SelectorAblation_NoThetaFeatures_ECMADE_MOO"
"test","syn_n50_k05_high_corr_mixed_high_vol_r02_s20260637","50","3","0.05","18","theta_170","17.440914235209235","17.440914235209235","5","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n50_k05_high_corr_mixed_high_vol_r02_s20260637.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k05_pathological_cov_mixed_low_vol_r01_s20260638","50","3","0.05","7","theta_076","15.557168730158724","15.557168730158724","2","mixed","adaptive","0.05","5","data\synthetic_constrained_portfolio\instances\test\syn_n50_k05_pathological_cov_mixed_low_vol_r01_s20260638.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649","50","5","0.1","11","theta_089","17.264311904761914","17.264311904761914","3","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n50_k10_cluster_corr_skewed_high_vol_r01_s20260649.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k10_low_corr_skewed_extreme_events_r02_s20260650","50","5","0.1","7","theta_076","15.734793730158723","15.734793730158723","2","mixed","adaptive","0.05","5","data\synthetic_constrained_portfolio\instances\test\syn_n50_k10_low_corr_skewed_extreme_events_r02_s20260650.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k20_pathological_cov_normal_extreme_events_r02_s20260661","50","10","0.2","15","theta_144","17.35065638888887","17.35065638888887","3","mixed","none","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n50_k20_pathological_cov_normal_extreme_events_r02_s20260661.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k20_cluster_corr_skewed_high_vol_r01_s20260662","50","10","0.2","4","theta_045","16.294490808080813","16.294490808080813","2","DE/best","fixed","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n50_k20_cluster_corr_skewed_high_vol_r01_s20260662.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k30_cluster_corr_heavy_tail_low_vol_r02_s20260673","50","15","0.3","9","theta_084","14.763573492063495","14.763573492063495","3","DE/rand","none","0.01","20","data\synthetic_constrained_portfolio\instances\test\syn_n50_k30_cluster_corr_heavy_tail_low_vol_r02_s20260673.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n50_k30_low_corr_heavy_tail_high_vol_r03_s20260674","50","15","0.3","14","theta_132","16.274921587301584","16.274921587301584","3","DE/best","adaptive","0.05","20","data\synthetic_constrained_portfolio\instances\test\syn_n50_k30_low_corr_heavy_tail_high_vol_r03_s20260674.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685","100","5","0.05","19","theta_175","15.608097539682545","15.608097539682545","5","DE/rand","fixed","0.05","5","data\synthetic_constrained_portfolio\instances\test\syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686","100","5","0.05","4","theta_045","17.06537790764792","17.06537790764792","2","DE/best","fixed","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k10_cluster_corr_skewed_high_vol_r01_s20260697","100","10","0.1","11","theta_089","17.557163333333328","17.557163333333328","3","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n100_k10_cluster_corr_skewed_high_vol_r01_s20260697.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k10_high_corr_normal_low_vol_r03_s20260698","100","10","0.1","23","theta_234","16.833778690476183","16.833778690476183","5","mixed","fixed","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n100_k10_high_corr_normal_low_vol_r03_s20260698.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k20_pathological_cov_skewed_high_vol_r03_s20260709","100","20","0.2","2","theta_034","17.01303309523808","17.01303309523808","2","DE/best","none","0.1","5","data\synthetic_constrained_portfolio\instances\test\syn_n100_k20_pathological_cov_skewed_high_vol_r03_s20260709.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710","100","20","0.2","24","theta_237","18.344986904761917","18.344986904761917","5","mixed","adaptive","0.01","20","data\synthetic_constrained_portfolio\instances\test\syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k30_low_corr_normal_low_vol_r01_s20260721","100","30","0.3","16","theta_159","17.663518650793673","17.663518650793673","3","mixed","adaptive","0.05","20","data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_low_corr_normal_low_vol_r01_s20260721.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722","100","30","0.3","24","theta_237","16.923833333333338","16.923833333333338","5","mixed","adaptive","0.01","20","data\synthetic_constrained_portfolio\instances\test\syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733","200","10","0.05","15","theta_144","17.554926695526703","17.554926695526703","3","mixed","none","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734","200","10","0.05","6","theta_067","14.891348571428566","14.891348571428566","2","mixed","fixed","0.05","5","data\synthetic_constrained_portfolio\instances\test\syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745","200","20","0.1","2","theta_034","17.506083809523798","17.506083809523798","2","DE/best","none","0.1","5","data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746","200","20","0.1","3","theta_037","15.968329285714283","15.968329285714283","2","DE/best","fixed","0.01","5","data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k20_low_corr_normal_low_vol_r01_s20260757","200","40","0.2","2","theta_034","16.955186277056256","16.955186277056256","2","DE/best","none","0.1","5","data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_low_corr_normal_low_vol_r01_s20260757.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758","200","40","0.2","24","theta_237","18.436739920634917","18.436739920634917","5","mixed","adaptive","0.01","20","data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k30_high_corr_normal_low_vol_r03_s20260769","200","60","0.3","14","theta_132","16.60145901875904","16.60145901875904","3","DE/best","adaptive","0.05","20","data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_high_corr_normal_low_vol_r03_s20260769.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770","200","60","0.3","11","theta_089","16.539634999999993","16.539634999999993","3","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781","500","25","0.05","15","theta_144","14.917055952380947","14.917055952380947","3","mixed","none","0.1","20","data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k05_low_corr_normal_low_vol_r01_s20260782","500","25","0.05","12","theta_118","17.619422200577215","17.619422200577215","3","DE/best","fixed","0.01","5","data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_low_corr_normal_low_vol_r01_s20260782.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793","500","50","0.1","21","theta_200","15.329169307359306","15.329169307359306","5","DE/best","fixed","0.01","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794","500","50","0.1","8","theta_078","14.766664841269836","14.766664841269836","2","mixed","adaptive","0.05","20","data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805","500","100","0.2","7","theta_076","16.31470206349206","16.31470206349206","2","mixed","adaptive","0.05","5","data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806","500","100","0.2","18","theta_170","16.306844761904756","16.306844761904756","5","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817","500","150","0.3","11","theta_089","16.478512579365074","16.478512579365074","3","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
"test","syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818","500","150","0.3","18","theta_170","17.41942999999998","17.41942999999998","5","DE/rand","none","0.1","10","data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818.txt","RandomizedLabels","SelectorAblation_RandomizedLabels_ECMADE_MOO"
