instance,split,assets,days,k_ratio,K,corr_structure,return_distribution,risk_structure,replicate,seed,path
syn_n200_k10_cluster_corr_heavy_tail_low_vol_r02_s20260738,train,200,756,0.1,20,cluster_corr,heavy_tail,low_vol,2,1864746224,data\synthetic_constrained_portfolio\instances\train\syn_n200_k10_cluster_corr_heavy_tail_low_vol_r02_s20260738.txt
syn_n200_k10_pathological_cov_normal_extreme_events_r02_s20260739,train,200,756,0.1,20,pathological_cov,normal,extreme_events,2,3123017553,data\synthetic_constrained_portfolio\instances\train\syn_n200_k10_pathological_cov_normal_extreme_events_r02_s20260739.txt
syn_n200_k10_low_corr_heavy_tail_high_vol_r03_s20260740,train,200,756,0.1,20,low_corr,heavy_tail,high_vol,3,1635502917,data\synthetic_constrained_portfolio\instances\train\syn_n200_k10_low_corr_heavy_tail_high_vol_r03_s20260740.txt
syn_n200_k10_cluster_corr_skewed_high_vol_r01_s20260741,train,200,756,0.1,20,cluster_corr,skewed,high_vol,1,1101805471,data\synthetic_constrained_portfolio\instances\train\syn_n200_k10_cluster_corr_skewed_high_vol_r01_s20260741.txt
syn_n200_k10_cluster_corr_mixed_extreme_events_r03_s20260742,validation,200,756,0.1,20,cluster_corr,mixed,extreme_events,3,3063539710,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k10_cluster_corr_mixed_extreme_events_r03_s20260742.txt
syn_n200_k10_pathological_cov_mixed_low_vol_r01_s20260743,validation,200,756,0.1,20,pathological_cov,mixed,low_vol,1,1326375039,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k10_pathological_cov_mixed_low_vol_r01_s20260743.txt
syn_n200_k10_high_corr_normal_low_vol_r03_s20260744,validation,200,756,0.1,20,high_corr,normal,low_vol,3,3575123695,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k10_high_corr_normal_low_vol_r03_s20260744.txt
syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,test,200,756,0.1,20,pathological_cov,skewed,high_vol,3,1964623623,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745.txt
syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,test,200,756,0.1,20,high_corr,heavy_tail,extreme_events,1,1324605208,data\synthetic_constrained_portfolio\instances\test\syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746.txt
syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,train,200,756,0.2,40,cluster_corr,heavy_tail,low_vol,2,1124142037,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747.txt
syn_n200_k20_pathological_cov_skewed_high_vol_r03_s20260748,train,200,756,0.2,40,pathological_cov,skewed,high_vol,3,1672745477,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_pathological_cov_skewed_high_vol_r03_s20260748.txt
syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,train,200,756,0.2,40,high_corr,mixed,high_vol,2,26074746,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749.txt
syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,train,200,756,0.2,40,cluster_corr,skewed,high_vol,1,332516730,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750.txt
syn_n200_k20_low_corr_skewed_extreme_events_r02_s20260751,train,200,756,0.2,40,low_corr,skewed,extreme_events,2,426026375,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_low_corr_skewed_extreme_events_r02_s20260751.txt
syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,train,200,756,0.2,40,cluster_corr,mixed,extreme_events,3,2846159210,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752.txt
syn_n200_k20_pathological_cov_mixed_low_vol_r01_s20260753,train,200,756,0.2,40,pathological_cov,mixed,low_vol,1,1528742821,data\synthetic_constrained_portfolio\instances\train\syn_n200_k20_pathological_cov_mixed_low_vol_r01_s20260753.txt
syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,validation,200,756,0.2,40,high_corr,normal,low_vol,3,1440571342,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k20_high_corr_normal_low_vol_r03_s20260754.txt
syn_n200_k20_pathological_cov_normal_extreme_events_r02_s20260755,validation,200,756,0.2,40,pathological_cov,normal,extreme_events,2,1275786144,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k20_pathological_cov_normal_extreme_events_r02_s20260755.txt
syn_n200_k20_low_corr_heavy_tail_high_vol_r03_s20260756,validation,200,756,0.2,40,low_corr,heavy_tail,high_vol,3,578617930,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k20_low_corr_heavy_tail_high_vol_r03_s20260756.txt
syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,test,200,756,0.2,40,low_corr,normal,low_vol,1,4192130507,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_low_corr_normal_low_vol_r01_s20260757.txt
syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,test,200,756,0.2,40,high_corr,heavy_tail,extreme_events,1,2988525874,data\synthetic_constrained_portfolio\instances\test\syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758.txt
syn_n200_k30_pathological_cov_mixed_low_vol_r01_s20260759,train,200,756,0.3,60,pathological_cov,mixed,low_vol,1,4188113421,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_pathological_cov_mixed_low_vol_r01_s20260759.txt
syn_n200_k30_high_corr_mixed_high_vol_r02_s20260760,train,200,756,0.3,60,high_corr,mixed,high_vol,2,1139689321,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_high_corr_mixed_high_vol_r02_s20260760.txt
syn_n200_k30_high_corr_heavy_tail_extreme_events_r01_s20260761,train,200,756,0.3,60,high_corr,heavy_tail,extreme_events,1,3963294272,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_high_corr_heavy_tail_extreme_events_r01_s20260761.txt
syn_n200_k30_low_corr_normal_low_vol_r01_s20260762,train,200,756,0.3,60,low_corr,normal,low_vol,1,3183315464,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_low_corr_normal_low_vol_r01_s20260762.txt
syn_n200_k30_cluster_corr_heavy_tail_low_vol_r02_s20260763,train,200,756,0.3,60,cluster_corr,heavy_tail,low_vol,2,3507187692,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_cluster_corr_heavy_tail_low_vol_r02_s20260763.txt
syn_n200_k30_pathological_cov_skewed_high_vol_r03_s20260764,train,200,756,0.3,60,pathological_cov,skewed,high_vol,3,2172155502,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_pathological_cov_skewed_high_vol_r03_s20260764.txt
syn_n200_k30_cluster_corr_skewed_high_vol_r01_s20260765,train,200,756,0.3,60,cluster_corr,skewed,high_vol,1,295148999,data\synthetic_constrained_portfolio\instances\train\syn_n200_k30_cluster_corr_skewed_high_vol_r01_s20260765.txt
syn_n200_k30_low_corr_heavy_tail_high_vol_r03_s20260766,validation,200,756,0.3,60,low_corr,heavy_tail,high_vol,3,2837124711,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k30_low_corr_heavy_tail_high_vol_r03_s20260766.txt
syn_n200_k30_pathological_cov_normal_extreme_events_r02_s20260767,validation,200,756,0.3,60,pathological_cov,normal,extreme_events,2,4057849629,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k30_pathological_cov_normal_extreme_events_r02_s20260767.txt
syn_n200_k30_cluster_corr_mixed_extreme_events_r03_s20260768,validation,200,756,0.3,60,cluster_corr,mixed,extreme_events,3,2521825634,data\synthetic_constrained_portfolio\instances\validation\syn_n200_k30_cluster_corr_mixed_extreme_events_r03_s20260768.txt
syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,test,200,756,0.3,60,high_corr,normal,low_vol,3,2122462860,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_high_corr_normal_low_vol_r03_s20260769.txt
syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,test,200,756,0.3,60,low_corr,skewed,extreme_events,2,2716211275,data\synthetic_constrained_portfolio\instances\test\syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770.txt
syn_n500_k05_low_corr_skewed_extreme_events_r02_s20260771,train,500,756,0.05,25,low_corr,skewed,extreme_events,2,3511934042,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_low_corr_skewed_extreme_events_r02_s20260771.txt
syn_n500_k05_pathological_cov_skewed_high_vol_r03_s20260772,train,500,756,0.05,25,pathological_cov,skewed,high_vol,3,3011035396,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_pathological_cov_skewed_high_vol_r03_s20260772.txt
syn_n500_k05_high_corr_mixed_high_vol_r02_s20260773,train,500,756,0.05,25,high_corr,mixed,high_vol,2,1116611978,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_high_corr_mixed_high_vol_r02_s20260773.txt
syn_n500_k05_low_corr_heavy_tail_high_vol_r03_s20260774,train,500,756,0.05,25,low_corr,heavy_tail,high_vol,3,3014139220,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_low_corr_heavy_tail_high_vol_r03_s20260774.txt
syn_n500_k05_high_corr_normal_low_vol_r03_s20260775,train,500,756,0.05,25,high_corr,normal,low_vol,3,3559303730,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_high_corr_normal_low_vol_r03_s20260775.txt
syn_n500_k05_high_corr_heavy_tail_extreme_events_r01_s20260776,train,500,756,0.05,25,high_corr,heavy_tail,extreme_events,1,1176317026,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_high_corr_heavy_tail_extreme_events_r01_s20260776.txt
syn_n500_k05_cluster_corr_skewed_high_vol_r01_s20260777,train,500,756,0.05,25,cluster_corr,skewed,high_vol,1,2018423239,data\synthetic_constrained_portfolio\instances\train\syn_n500_k05_cluster_corr_skewed_high_vol_r01_s20260777.txt
syn_n500_k05_cluster_corr_heavy_tail_low_vol_r02_s20260778,validation,500,756,0.05,25,cluster_corr,heavy_tail,low_vol,2,2094840461,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k05_cluster_corr_heavy_tail_low_vol_r02_s20260778.txt
syn_n500_k05_cluster_corr_mixed_extreme_events_r03_s20260779,validation,500,756,0.05,25,cluster_corr,mixed,extreme_events,3,2300701179,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k05_cluster_corr_mixed_extreme_events_r03_s20260779.txt
syn_n500_k05_pathological_cov_normal_extreme_events_r02_s20260780,validation,500,756,0.05,25,pathological_cov,normal,extreme_events,2,3730410147,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k05_pathological_cov_normal_extreme_events_r02_s20260780.txt
syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781,test,500,756,0.05,25,pathological_cov,mixed,low_vol,1,1623987124,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781.txt
syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,test,500,756,0.05,25,low_corr,normal,low_vol,1,1324673074,data\synthetic_constrained_portfolio\instances\test\syn_n500_k05_low_corr_normal_low_vol_r01_s20260782.txt
syn_n500_k10_cluster_corr_heavy_tail_low_vol_r02_s20260783,train,500,756,0.1,50,cluster_corr,heavy_tail,low_vol,2,2863571820,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_cluster_corr_heavy_tail_low_vol_r02_s20260783.txt
syn_n500_k10_high_corr_normal_low_vol_r03_s20260784,train,500,756,0.1,50,high_corr,normal,low_vol,3,174802414,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_high_corr_normal_low_vol_r03_s20260784.txt
syn_n500_k10_pathological_cov_normal_extreme_events_r02_s20260785,train,500,756,0.1,50,pathological_cov,normal,extreme_events,2,1023524638,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_pathological_cov_normal_extreme_events_r02_s20260785.txt
syn_n500_k10_high_corr_mixed_high_vol_r02_s20260786,train,500,756,0.1,50,high_corr,mixed,high_vol,2,2622519787,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_high_corr_mixed_high_vol_r02_s20260786.txt
syn_n500_k10_high_corr_heavy_tail_extreme_events_r01_s20260787,train,500,756,0.1,50,high_corr,heavy_tail,extreme_events,1,836229336,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_high_corr_heavy_tail_extreme_events_r01_s20260787.txt
syn_n500_k10_cluster_corr_skewed_high_vol_r01_s20260788,train,500,756,0.1,50,cluster_corr,skewed,high_vol,1,3315469522,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_cluster_corr_skewed_high_vol_r01_s20260788.txt
syn_n500_k10_cluster_corr_mixed_extreme_events_r03_s20260789,train,500,756,0.1,50,cluster_corr,mixed,extreme_events,3,3403914876,data\synthetic_constrained_portfolio\instances\train\syn_n500_k10_cluster_corr_mixed_extreme_events_r03_s20260789.txt
syn_n500_k10_pathological_cov_skewed_high_vol_r03_s20260790,validation,500,756,0.1,50,pathological_cov,skewed,high_vol,3,2697032902,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k10_pathological_cov_skewed_high_vol_r03_s20260790.txt
syn_n500_k10_low_corr_skewed_extreme_events_r02_s20260791,validation,500,756,0.1,50,low_corr,skewed,extreme_events,2,2994832002,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k10_low_corr_skewed_extreme_events_r02_s20260791.txt
syn_n500_k10_low_corr_normal_low_vol_r01_s20260792,validation,500,756,0.1,50,low_corr,normal,low_vol,1,1151663772,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k10_low_corr_normal_low_vol_r01_s20260792.txt
syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793,test,500,756,0.1,50,low_corr,heavy_tail,high_vol,3,1435219500,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793.txt
syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794,test,500,756,0.1,50,pathological_cov,mixed,low_vol,1,1871410520,data\synthetic_constrained_portfolio\instances\test\syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794.txt
syn_n500_k20_high_corr_heavy_tail_extreme_events_r01_s20260795,train,500,756,0.2,100,high_corr,heavy_tail,extreme_events,1,3626256130,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_high_corr_heavy_tail_extreme_events_r01_s20260795.txt
syn_n500_k20_high_corr_normal_low_vol_r03_s20260796,train,500,756,0.2,100,high_corr,normal,low_vol,3,2340591709,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_high_corr_normal_low_vol_r03_s20260796.txt
syn_n500_k20_cluster_corr_mixed_extreme_events_r03_s20260797,train,500,756,0.2,100,cluster_corr,mixed,extreme_events,3,2161961456,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_cluster_corr_mixed_extreme_events_r03_s20260797.txt
syn_n500_k20_low_corr_normal_low_vol_r01_s20260798,train,500,756,0.2,100,low_corr,normal,low_vol,1,1844047473,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_low_corr_normal_low_vol_r01_s20260798.txt
syn_n500_k20_high_corr_mixed_high_vol_r02_s20260799,train,500,756,0.2,100,high_corr,mixed,high_vol,2,4084684477,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_high_corr_mixed_high_vol_r02_s20260799.txt
syn_n500_k20_low_corr_heavy_tail_high_vol_r03_s20260800,train,500,756,0.2,100,low_corr,heavy_tail,high_vol,3,2082343950,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_low_corr_heavy_tail_high_vol_r03_s20260800.txt
syn_n500_k20_pathological_cov_skewed_high_vol_r03_s20260801,train,500,756,0.2,100,pathological_cov,skewed,high_vol,3,1938425269,data\synthetic_constrained_portfolio\instances\train\syn_n500_k20_pathological_cov_skewed_high_vol_r03_s20260801.txt
syn_n500_k20_cluster_corr_heavy_tail_low_vol_r02_s20260802,validation,500,756,0.2,100,cluster_corr,heavy_tail,low_vol,2,1386274074,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k20_cluster_corr_heavy_tail_low_vol_r02_s20260802.txt
syn_n500_k20_low_corr_skewed_extreme_events_r02_s20260803,validation,500,756,0.2,100,low_corr,skewed,extreme_events,2,235414130,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k20_low_corr_skewed_extreme_events_r02_s20260803.txt
syn_n500_k20_pathological_cov_normal_extreme_events_r02_s20260804,validation,500,756,0.2,100,pathological_cov,normal,extreme_events,2,259461406,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k20_pathological_cov_normal_extreme_events_r02_s20260804.txt
syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805,test,500,756,0.2,100,cluster_corr,skewed,high_vol,1,235823168,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_cluster_corr_skewed_high_vol_r01_s20260805.txt
syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806,test,500,756,0.2,100,pathological_cov,mixed,low_vol,1,1959540398,data\synthetic_constrained_portfolio\instances\test\syn_n500_k20_pathological_cov_mixed_low_vol_r01_s20260806.txt
syn_n500_k30_high_corr_normal_low_vol_r03_s20260807,train,500,756,0.3,150,high_corr,normal,low_vol,3,2376791560,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_high_corr_normal_low_vol_r03_s20260807.txt
syn_n500_k30_high_corr_mixed_high_vol_r02_s20260808,train,500,756,0.3,150,high_corr,mixed,high_vol,2,3053566967,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_high_corr_mixed_high_vol_r02_s20260808.txt
syn_n500_k30_low_corr_skewed_extreme_events_r02_s20260809,train,500,756,0.3,150,low_corr,skewed,extreme_events,2,519169512,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_low_corr_skewed_extreme_events_r02_s20260809.txt
syn_n500_k30_high_corr_heavy_tail_extreme_events_r01_s20260810,train,500,756,0.3,150,high_corr,heavy_tail,extreme_events,1,1741358639,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_high_corr_heavy_tail_extreme_events_r01_s20260810.txt
syn_n500_k30_pathological_cov_mixed_low_vol_r01_s20260811,train,500,756,0.3,150,pathological_cov,mixed,low_vol,1,1250612499,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_pathological_cov_mixed_low_vol_r01_s20260811.txt
syn_n500_k30_low_corr_normal_low_vol_r01_s20260812,train,500,756,0.3,150,low_corr,normal,low_vol,1,2838398717,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_low_corr_normal_low_vol_r01_s20260812.txt
syn_n500_k30_cluster_corr_heavy_tail_low_vol_r02_s20260813,train,500,756,0.3,150,cluster_corr,heavy_tail,low_vol,2,1954807681,data\synthetic_constrained_portfolio\instances\train\syn_n500_k30_cluster_corr_heavy_tail_low_vol_r02_s20260813.txt
syn_n500_k30_low_corr_heavy_tail_high_vol_r03_s20260814,validation,500,756,0.3,150,low_corr,heavy_tail,high_vol,3,3734931485,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k30_low_corr_heavy_tail_high_vol_r03_s20260814.txt
syn_n500_k30_cluster_corr_mixed_extreme_events_r03_s20260815,validation,500,756,0.3,150,cluster_corr,mixed,extreme_events,3,2066105806,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k30_cluster_corr_mixed_extreme_events_r03_s20260815.txt
syn_n500_k30_pathological_cov_skewed_high_vol_r03_s20260816,validation,500,756,0.3,150,pathological_cov,skewed,high_vol,3,341796212,data\synthetic_constrained_portfolio\instances\validation\syn_n500_k30_pathological_cov_skewed_high_vol_r03_s20260816.txt
syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817,test,500,756,0.3,150,cluster_corr,skewed,high_vol,1,2539993536,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_cluster_corr_skewed_high_vol_r01_s20260817.txt
syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818,test,500,756,0.3,150,pathological_cov,normal,extreme_events,2,3009150738,data\synthetic_constrained_portfolio\instances\test\syn_n500_k30_pathological_cov_normal_extreme_events_r02_s20260818.txt
